40 0.0000 0.000000E+00
40 0.0100 0.000000E+00
40 0.0200 0.000000E+00
40 0.0300 0.000000E+00
40 0.0400 0.000000E+00
40 0.0500 0.000000E+00
40 0.0600 0.000000E+00
40 0.0700 0.000000E+00
40 0.0800 0.000000E+00
40 0.0900 0.000000E+00
40 0.1000 0.000000E+00
40 0.1100 0.000000E+00
40 0.1200 0.000000E+00
40 0.1300 0.000000E+00
40 0.1400 0.000000E+00
40 0.1500 0.000000E+00
40 0.1600 0.000000E+00
40 0.1700 0.000000E+00
40 0.1800 0.000000E+00
40 0.1900 0.000000E+00
40 0.2000 0.000000E+00
40 0.2100 0.000000E+00
40 0.2200 0.000000E+00
40 0.2300 0.000000E+00
40 0.2400 0.000000E+00
40 0.2500 0.000000E+00
40 0.2600 0.000000E+00
40 0.2700 0.000000E+00
40 0.2800 0.000000E+00
40 0.2900 0.000000E+00
40 0.3000 0.000000E+00
40 0.3100 0.000000E+00
40 0.3200 0.000000E+00
40 0.3300 0.000000E+00
40 0.3400 0.000000E+00
40 0.3500 0.000000E+00
40 0.3600 0.000000E+00
40 0.3700 0.000000E+00
40 0.3800 0.000000E+00
40 0.3900 0.000000E+00
40 0.4000 0.000000E+00
40 0.4100 0.000000E+00
40 0.4200 0.000000E+00
40 0.4300 0.000000E+00
40 0.4400 0.000000E+00
40 0.4500 0.000000E+00
40 0.4600 0.000000E+00
40 0.4700 0.000000E+00
40 0.4800 0.000000E+00
40 0.4900 0.000000E+00
40 0.5000 0.000000E+00
40 0.5100 0.000000E+00
40 0.5200 0.000000E+00
40 0.5300 0.000000E+00
40 0.5400 0.000000E+00
40 0.5500 0.000000E+00
40 0.5600 0.000000E+00
40 0.5700 0.000000E+00
40 0.5800 0.000000E+00
40 0.5900 0.000000E+00
40 0.6000 0.000000E+00
40 0.6100 0.000000E+00
40 0.6200 0.000000E+00
40 0.6300 0.000000E+00
40 0.6400 0.000000E+00
40 0.6500 0.000000E+00
40 0.6600 0.000000E+00
40 0.6700 0.000000E+00
40 0.6800 0.000000E+00
40 0.6900 0.000000E+00
40 0.7000 0.000000E+00
40 0.7100 0.000000E+00
40 0.7200 0.000000E+00
40 0.7300 0.000000E+00
40 0.7400 0.712948E-12
40 0.7500 0.160413E-11
40 0.7600 0.249532E-11
40 0.7700 0.338650E-11
40 0.7800 0.427769E-11
40 0.7900 0.516887E-11
40 0.8000 0.606005E-11
40 0.8100 0.695124E-11
40 0.8200 0.784242E-11
40 0.8300 0.873361E-11
40 0.8400 0.962479E-11
40 0.8500 0.105160E-10
40 0.8600 0.114072E-10
40 0.8700 0.122983E-10
40 0.8800 0.131895E-10
40 0.8900 0.140807E-10
40 0.9000 0.149719E-10
40 0.9100 0.158631E-10
40 0.9200 0.167543E-10
40 0.9300 0.176455E-10
40 0.9400 0.171107E-10
40 0.9500 0.162196E-10
40 0.9600 0.153284E-10
40 0.9700 0.144372E-10
40 0.9800 0.135460E-10
40 0.9900 0.126548E-10
40 1.0000 0.117636E-10
40 1.0100 0.108725E-10
40 1.0200 0.998127E-11
40 1.0300 0.948111E-11
40 1.0400 0.102901E-10
40 1.0500 0.110990E-10
40 1.0600 0.119080E-10
40 1.0700 0.127169E-10
40 1.0800 0.135259E-10
40 1.0900 0.143349E-10
40 1.1000 0.151438E-10
40 1.1100 0.159528E-10
40 1.1200 0.167617E-10
40 1.1300 0.175707E-10
40 1.1400 0.190926E-10
40 1.1500 0.207927E-10
40 1.1600 0.224929E-10
40 1.1700 0.241930E-10
40 1.1800 0.258932E-10
40 1.1900 0.275933E-10
40 1.2000 0.292934E-10
40 1.2100 0.309936E-10
40 1.2200 0.326937E-10
40 1.2300 0.336118E-10
40 1.2400 0.319117E-10
40 1.2500 0.302115E-10
40 1.2600 0.285114E-10
40 1.2700 0.268112E-10
40 1.2800 0.252874E-10
40 1.2900 0.237789E-10
40 1.3000 0.222705E-10
40 1.3100 0.207620E-10
40 1.3200 0.192535E-10
40 1.3300 0.177451E-10
40 1.3400 0.162366E-10
40 1.3500 0.156374E-10
40 1.3600 0.151173E-10
40 1.3700 0.145972E-10
40 1.3800 0.140771E-10
40 1.3900 0.135570E-10
40 1.4000 0.130369E-10
40 1.4100 0.125168E-10
40 1.4200 0.123227E-10
40 1.4300 0.131523E-10
40 1.4400 0.152910E-10
40 1.4500 0.174297E-10
40 1.4600 0.195684E-10
40 1.4700 0.217071E-10
40 1.4800 0.234931E-10
40 1.4900 0.252485E-10
40 1.5000 0.274028E-10
40 1.5100 0.308928E-10
40 1.5200 0.343827E-10
40 1.5300 0.378727E-10
40 1.5400 0.413626E-10
40 1.5500 0.430340E-10
40 1.5600 0.445584E-10
40 1.5700 0.460965E-10
40 1.5800 0.476347E-10
40 1.5900 0.491728E-10
40 1.6000 0.507110E-10
40 1.6100 0.522492E-10
40 1.6200 0.531354E-10
40 1.6300 0.527563E-10
40 1.6400 0.523771E-10
40 1.6500 0.519979E-10
40 1.6600 0.516188E-10
40 1.6700 0.512396E-10
40 1.6800 0.510368E-10
40 1.6900 0.508493E-10
40 1.7000 0.498638E-10
40 1.7100 0.462072E-10
40 1.7200 0.425505E-10
40 1.7300 0.388939E-10
40 1.7400 0.352372E-10
40 1.7500 0.324899E-10
40 1.7600 0.297991E-10
40 1.7700 0.270809E-10
40 1.7800 0.243627E-10
40 1.7900 0.216445E-10
40 1.8000 0.189263E-10
40 1.8100 0.162081E-10
40 1.8200 0.138159E-10
40 1.8300 0.120563E-10
40 1.8400 0.102968E-10
40 1.8500 0.853725E-11
40 1.8600 0.677772E-11
40 1.8700 0.501818E-11
40 1.8800 0.325864E-11
40 1.8900 0.149910E-11
40 1.9000 0.138517E-12
40 1.9100 0.113559E-12
40 1.9200 0.886007E-13
40 1.9300 0.636427E-13
40 1.9400 0.386848E-13
40 1.9500 0.137269E-13
40 1.9600 0.000000E+00
40 1.9700 0.000000E+00
40 1.9800 0.000000E+00
40 1.9900 0.000000E+00
40 2.0000 0.000000E+00
40 2.0100 0.000000E+00
40 2.0200 0.000000E+00
40 2.0300 0.000000E+00
40 2.0400 0.000000E+00
40 2.0500 0.000000E+00
40 2.0600 0.000000E+00
40 2.0700 0.000000E+00
40 2.0800 0.000000E+00
40 2.0900 0.000000E+00
40 2.1000 0.000000E+00
40 2.1100 0.000000E+00
40 2.1200 0.000000E+00
40 2.1300 0.000000E+00
40 2.1400 0.000000E+00
40 2.1500 0.000000E+00
40 2.1600 0.000000E+00
40 2.1700 0.000000E+00
40 2.1800 0.000000E+00
40 2.1900 0.000000E+00
40 2.2000 0.000000E+00
40 2.2100 0.000000E+00
40 2.2200 0.000000E+00
40 2.2300 0.000000E+00
40 2.2400 0.000000E+00
40 2.2500 0.000000E+00
40 2.2600 0.000000E+00
40 2.2700 0.000000E+00
40 2.2800 0.000000E+00
40 2.2900 0.000000E+00
40 2.3000 0.000000E+00
40 2.3100 0.000000E+00
40 2.3200 0.000000E+00
40 2.3300 0.000000E+00
40 2.3400 0.000000E+00
40 2.3500 0.000000E+00
40 2.3600 0.000000E+00
40 2.3700 0.000000E+00
40 2.3800 0.000000E+00
40 2.3900 0.000000E+00
40 2.4000 0.000000E+00
40 2.4100 0.000000E+00
40 2.4200 0.000000E+00
40 2.4300 0.000000E+00
40 2.4400 0.000000E+00
40 2.4500 0.000000E+00
40 2.4600 0.000000E+00
40 2.4700 0.000000E+00
40 2.4800 0.000000E+00
40 2.4900 0.000000E+00
40 2.5000 0.000000E+00
40 2.5100 0.000000E+00
40 2.5200 0.000000E+00
40 2.5300 0.000000E+00
40 2.5400 0.000000E+00
40 2.5500 0.000000E+00
40 2.5600 0.000000E+00
40 2.5700 0.000000E+00
40 2.5800 0.000000E+00
40 2.5900 0.000000E+00
40 2.6000 0.000000E+00
40 2.6100 0.000000E+00
40 2.6200 0.000000E+00
40 2.6300 0.000000E+00
40 2.6400 0.000000E+00
40 2.6500 0.000000E+00
40 2.6600 0.000000E+00
40 2.6700 0.000000E+00
40 2.6800 0.000000E+00
40 2.6900 0.000000E+00
40 2.7000 0.000000E+00
40 2.7100 0.000000E+00
40 2.7200 0.000000E+00
40 2.7300 0.000000E+00
40 2.7400 0.000000E+00
40 2.7500 0.000000E+00
40 2.7600 0.000000E+00
40 2.7700 0.000000E+00
40 2.7800 0.000000E+00
40 2.7900 0.000000E+00
40 2.8000 0.000000E+00
40 2.8100 0.000000E+00
40 2.8200 0.000000E+00
40 2.8300 0.000000E+00
40 2.8400 0.000000E+00
40 2.8500 0.000000E+00
40 2.8600 0.000000E+00
40 2.8700 0.000000E+00
40 2.8800 0.000000E+00
40 2.8900 0.000000E+00
40 2.9000 0.000000E+00
40 2.9100 0.000000E+00
40 2.9200 0.000000E+00
40 2.9300 0.000000E+00
40 2.9400 0.000000E+00
40 2.9500 0.000000E+00
40 2.9600 0.000000E+00
40 2.9700 0.000000E+00
40 2.9800 0.000000E+00
40 2.9900 0.000000E+00
40 3.0000 0.000000E+00
40 3.0100 0.000000E+00
40 3.0200 0.000000E+00
40 3.0300 0.000000E+00
40 3.0400 0.000000E+00
40 3.0500 0.000000E+00
40 3.0600 0.000000E+00
40 3.0700 0.000000E+00
40 3.0800 0.000000E+00
40 3.0900 0.000000E+00
40 3.1000 0.000000E+00
40 3.1100 0.000000E+00
40 3.1200 0.000000E+00
40 3.1300 0.000000E+00
40 3.1400 0.000000E+00
40 3.1500 0.000000E+00
40 3.1600 0.000000E+00
40 3.1700 0.000000E+00
40 3.1800 0.000000E+00
40 3.1900 0.000000E+00
40 3.2000 0.000000E+00
40 3.2100 0.000000E+00
40 3.2200 0.000000E+00
40 3.2300 0.000000E+00
40 3.2400 0.000000E+00
40 3.2500 0.000000E+00
40 3.2600 0.000000E+00
40 3.2700 0.000000E+00
40 3.2800 0.000000E+00
40 3.2900 0.000000E+00
40 3.3000 0.000000E+00
40 3.3100 0.000000E+00
40 3.3200 0.000000E+00
40 3.3300 0.000000E+00
40 3.3400 0.000000E+00
40 3.3500 0.000000E+00
40 3.3600 0.000000E+00
40 3.3700 0.000000E+00
40 3.3800 0.000000E+00
40 3.3900 0.000000E+00
40 3.4000 0.000000E+00
40 3.4100 0.000000E+00
40 3.4200 0.000000E+00
40 3.4300 0.000000E+00
40 3.4400 0.000000E+00
40 3.4500 0.000000E+00
40 3.4600 0.000000E+00
40 3.4700 0.000000E+00
40 3.4800 0.000000E+00
40 3.4900 0.000000E+00
40 3.5000 0.000000E+00
40 3.5100 0.000000E+00
40 3.5200 0.000000E+00
40 3.5300 0.000000E+00
40 3.5400 0.000000E+00
40 3.5500 0.000000E+00
40 3.5600 0.000000E+00
40 3.5700 0.000000E+00
40 3.5800 0.000000E+00
40 3.5900 0.000000E+00
40 3.6000 0.000000E+00
40 3.6100 0.000000E+00
40 3.6200 0.000000E+00
40 3.6300 0.000000E+00
40 3.6400 0.000000E+00
40 3.6500 0.000000E+00
40 3.6600 0.000000E+00
40 3.6700 0.000000E+00
40 3.6800 0.000000E+00
40 3.6900 0.000000E+00
40 3.7000 0.000000E+00
40 3.7100 0.000000E+00
40 3.7200 0.000000E+00
40 3.7300 0.000000E+00
40 3.7400 0.000000E+00
40 3.7500 0.000000E+00
40 3.7600 0.000000E+00
40 3.7700 0.000000E+00
40 3.7800 0.000000E+00
40 3.7900 0.000000E+00
40 3.8000 0.000000E+00
40 3.8100 0.000000E+00
40 3.8200 0.000000E+00
40 3.8300 0.000000E+00
